"","taphonomyValues","startAge","days"
"393",0.531555979688753,100,10
"394",0.554208436861068,100,10
"395",0.547456586281715,100,10
"396",0.533077057536007,100,10
"397",0.527921282948177,100,10
"398",0.525033157869616,100,10
"399",0.565953321634543,100,10
"400",0.546089259334649,100,10
"401",0.525464776652807,100,10
"402",0.557371117941789,100,10
"403",0.524706611382216,100,10
"404",0.527378865552312,100,10
"405",0.541240946243286,100,10
"406",0.545116216472305,100,10
"407",0.554797747318297,100,10
"408",0.556280568359667,100,10
"409",0.567878627658966,100,10
"410",0.549391927661639,100,10
"411",0.535294344802989,100,10
"412",0.552828744478702,100,10
"413",0.571338472978285,100,10
"414",0.544269920877783,100,10
"415",0.569804381618818,100,10
"416",0.555913782644032,100,10
"417",0.543893799908861,100,10
"418",0.543265087879198,100,10
"419",0.521236962250607,100,10
"420",0.547710950945625,100,10
"421",0.515232024682063,100,10
"422",0.552694750048227,100,10
"423",0.561936560474339,100,10
"424",0.563161157548814,100,10
"425",0.547406582890869,100,10
"426",0.551002056713538,100,10
"427",0.539632748171522,100,10
"428",0.538579863362515,100,10
"429",0.54178147898598,100,10
"430",0.561637363634911,100,10
"431",0.531353538366672,100,10
"432",0.545633618374405,100,10
"433",0.525139264548788,100,10
"434",0.577284148179007,100,10
"435",0.549246371148947,100,10
"436",0.521557601587231,100,10
"437",0.519688099781252,100,10
"438",0.548695881031672,100,10
"439",0.53717800492943,100,10
"440",0.548226307049262,100,10
"441",0.532915672256204,100,10
"442",0.547672112088849,100,10
"443",0.553572596304886,100,10
"444",0.561739880772964,100,10
"445",0.575036845142951,100,10
"446",0.559383780393095,100,10
"447",0.528414112555887,100,10
"448",0.532135790595267,100,10
"449",0.542779039170031,100,10
"450",0.533902111580313,100,10
"451",0.532151612239839,100,10
"452",0.542761519743448,100,10
"453",0.576920317599463,100,10
"454",0.559685599870842,100,10
"455",0.531757647129643,100,10
"456",0.55145381097246,100,10
"457",0.533655224621924,100,10
"458",0.547005946645132,100,10
"459",0.564957854275787,100,10
"460",0.532767831469057,100,10
"461",0.580204582369915,100,10
"462",0.549150399326071,100,10
"463",0.542979261072911,100,10
"464",0.535437411163594,100,10
"465",0.548091760429907,100,10
"466",0.568353352906255,100,10
"467",0.553863826062872,100,10
"468",0.550301773293172,100,10
"469",0.557511478926285,100,10
"470",0.541288133750684,100,10
"471",0.54991746460581,100,10
"472",0.539008008508005,100,10
"473",0.542133646263348,100,10
"474",0.530013360471501,100,10
"475",0.554715499494173,100,10
"476",0.515235676749987,100,10
"477",0.513542232029397,100,10
"478",0.518193119738855,100,10
"479",0.563496814717534,100,10
"480",0.575752449059823,100,10
"481",0.531869815373752,100,10
"482",0.532495888275711,100,10
"483",0.524222548505303,100,10
"484",0.518855462561789,100,10
"485",0.525662956602792,100,10
"486",0.55571813574745,100,10
"487",0.56174305004661,100,10
"488",0.546275860075717,100,10
"489",0.539059729511086,100,10
"490",0.531044706278279,100,10
"491",0.512316427244747,100,10
"492",0.575112438417422,100,10
"493",0.548608598748655,100,10
"494",0.554959052446576,100,10
"495",0.551371799265218,100,10
"496",0.520289183758364,100,10
"497",0.543042228665195,100,10
"498",0.532763300596585,100,10
"499",0.5577893109508,100,10
"500",0.558324721391898,100,10
"501",0.535604741391985,100,10
"502",0.680934064089136,600,60
"503",0.646507542623507,600,60
"504",0.709360702617476,600,60
