"","taphonomyValues","decayRate","startAge"
"127",0.507155208258838,5.5e-05,200
"128",0.513092842294682,5.5e-05,200
"129",0.501740207941808,5.5e-05,200
"130",0.505779232996972,5.5e-05,200
"131",0.503375423876356,5.5e-05,200
"132",0.50576118872402,5.5e-05,200
"133",0.509765197128179,5.5e-05,200
"134",0.504837287285879,5.5e-05,200
"135",0.50009030147186,5.5e-05,200
"136",0.502815803575879,5.5e-05,200
"137",0.506776154651042,5.5e-05,200
"138",0.503340273258021,5.5e-05,200
"139",0.507242294903724,5.5e-05,200
"140",0.512179109985727,5.5e-05,200
"141",0.504038923568505,5.5e-05,200
"142",0.502598678032086,5.5e-05,200
"143",0.515407358347848,5.5e-05,200
"144",0.511922609937992,5.5e-05,200
"145",0.509733954026569,5.5e-05,200
"146",0.502481492827812,5.5e-05,200
"147",0.50480617076827,5.5e-05,200
"148",0.50397342464035,5.5e-05,200
"149",0.512426417029288,5.5e-05,200
"150",0.501715829587978,5.5e-05,200
"151",0.509226301485587,5.5e-05,200
"152",0.504862114960953,5.5e-05,250
"153",0.508252210562852,5.5e-05,250
"154",0.512044277029783,5.5e-05,250
"155",0.504211875633285,5.5e-05,250
"156",0.499286486351969,5.5e-05,250
"157",0.51235360877589,5.5e-05,250
"158",0.505274779586859,5.5e-05,250
"159",0.498927256935607,5.5e-05,250
"160",0.513444141570736,5.5e-05,250
"161",0.50347694208307,5.5e-05,250
"162",0.50532179384636,5.5e-05,250
"163",0.50398245658348,5.5e-05,250
"164",0.508112994434378,5.5e-05,250
"165",0.515005175797713,5.5e-05,250
"166",0.506186478634723,5.5e-05,250
"167",0.514917457698095,5.5e-05,250
"168",0.509630157835259,5.5e-05,250
"169",0.509400613382837,5.5e-05,250
"170",0.500559204621285,5.5e-05,250
"171",0.50749325418634,5.5e-05,250
"172",0.501725180689139,5.5e-05,250
"173",0.501033914860472,5.5e-05,250
"174",0.511844648204155,5.5e-05,250
"175",0.503236811185892,5.5e-05,250
"176",0.505871436070705,5.5e-05,250
"177",0.498728830540967,5.5e-05,250
"178",0.506794276603819,5.5e-05,250
"179",0.505685414769523,5.5e-05,250
"180",0.508656625121981,5.5e-05,250
"181",0.507868414510504,5.5e-05,250
"182",0.509029198487336,5.5e-05,250
"183",0.508912393533364,5.5e-05,250
"184",0.497845739544938,5.5e-05,250
"185",0.49792940315569,5.5e-05,250
"186",0.505814524739406,5.5e-05,250
"187",0.503242556646469,5.5e-05,250
"188",0.501234969026417,5.5e-05,250
"189",0.508090951117215,5.5e-05,250
"190",0.523695053354806,5.5e-05,250
"191",0.507057616800625,5.5e-05,250
"192",0.511900017147923,5.5e-05,250
"193",0.505686766496985,5.5e-05,250
"194",0.507577203360804,5.5e-05,250
"195",0.505053848969959,5.5e-05,250
"196",0.504837621131467,5.5e-05,250
"197",0.518496874074667,5.5e-05,250
"198",0.507908807580011,5.5e-05,250
"199",0.509342951027005,5.5e-05,250
"200",0.498638461832317,5.5e-05,250
"201",0.505043591494453,5.5e-05,250
"202",0.506253624685915,5.5e-05,300
"203",0.499049735273798,5.5e-05,300
"204",0.513465106294331,5.5e-05,300
"205",0.507418894181753,5.5e-05,300
"206",0.50862775606124,5.5e-05,300
"207",0.514510101425736,5.5e-05,300
"208",0.507190322832488,5.5e-05,300
"209",0.505510350966578,5.5e-05,300
"210",0.507984464724792,5.5e-05,300
"211",0.509766604388717,5.5e-05,300
"212",0.507901800764624,5.5e-05,300
"213",0.508160054035954,5.5e-05,300
"214",0.51076778270327,5.5e-05,300
"215",0.506602276485947,5.5e-05,300
"216",0.505797683222998,5.5e-05,300
"217",0.508971840386299,5.5e-05,300
"218",0.509879214776538,5.5e-05,300
"219",0.505535203160355,5.5e-05,300
"220",0.502595127134061,5.5e-05,300
"221",0.504136014631097,5.5e-05,300
"222",0.504342362712219,5.5e-05,300
"223",0.506595582561026,5.5e-05,300
"224",0.501853597153531,5.5e-05,300
"225",0.499614719560839,5.5e-05,300
"226",0.511016672976576,5.5e-05,300
"227",0.504273656383171,5.5e-05,300
"228",0.502090424260504,5.5e-05,300
"229",0.507830104519691,5.5e-05,300
"230",0.507971191395421,5.5e-05,300
"231",0.499953597060634,5.5e-05,300
"232",0.505432864602048,5.5e-05,300
"233",0.504969934742243,5.5e-05,300
"234",0.512610311537241,5.5e-05,300
"235",0.507623883654483,5.5e-05,300
"236",0.507721777598327,5.5e-05,300
"237",0.506190772136746,5.5e-05,300
"238",0.499010079184743,5.5e-05,300
"239",0.50886939104178,5.5e-05,300
